nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category,kategori_resto,jumlah_ulasan,kategori_resto_encoded,price_range_encoded,dataset_version,training_date
TAMBUHAK FOOD & BEVERAGE GARDEN,JL. SURYA SUMANTRI NO. 100,sukasari,4.6,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,Very High (4.5-5.0),Restaurant,231,8,2.0,enriched_v1.0,2025-07-09
GOELA SEMOET,JL. SUKAMULYA INDAH 5 NO. 7,sukajadi,4.5,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,60,8,2.0,enriched_v1.0,2025-07-09
PADANG STYLE RESTAURANT SEDERHANA,JL. DR. DJUNJUNAN NO. 120,sukajadi,4.5,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,176,8,2.0,enriched_v1.0,2025-07-09
KARTIKA SARI CAKE SHOP,JL. IR. H. JUANDA NO. 85,coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Bakery,560,0,2.0,enriched_v1.0,2025-07-09
SARI SARI - ANEKA KUE JAJAN PASAR,JL. SULTAN TIRTAYASA NO. 17,bandung wetan,4.6,Rp 15.000 - 50.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,48,8,2.0,enriched_v1.0,2025-07-09
DENHAAG KLAPPEETAART,JL. KEMUNING NO. 18,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,250,8,2.0,enriched_v1.0,2025-07-09
KOSARASA KOPI,JL. PANDAWA NO. 168/66,cicendo,4.7,Rp 15.000 - 50.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Very High (4.5-5.0),Cafe,130,1,2.0,enriched_v1.0,2025-07-09
MARTABAK MERTUA,JL. PANDAWA ARJUNA,cicendo,4.4,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Restaurant,273,8,2.0,enriched_v1.0,2025-07-09
YUGEN AT 28,JL. MOCH YUNUS NO. 28,cicendo,4.8,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Very High (4.5-5.0),Restaurant,172,8,2.0,enriched_v1.0,2025-07-09
SERBU RAME,JL. CISITU LAMA,coblong,4.7,Rp 15.000 - 50.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,34,8,2.0,enriched_v1.0,2025-07-09
IGA ANJAY,JL. TUBAGUS ISMAIL RAYA NO. 44,coblong,5.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,82,8,2.0,enriched_v1.0,2025-07-09
LONTONG KARI KEBON KARET,JL. OTTO ISKANDAR DINATA NO. 28/5C,sumur bandung,4.5,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,262,8,2.0,enriched_v1.0,2025-07-09
KARTIKA SARI KEBON JUKUT,JL. KB. JUKUT NO. 3C,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,116,8,2.0,enriched_v1.0,2025-07-09
BAKMIE ALOI,JL. SURYA SUMANTRI NO. 11B,sukajadi,4.6,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Restaurant,252,8,2.0,enriched_v1.0,2025-07-09
ROAD RUNNER BURGER,JL. SURYA SUMANTRI NO. 10B,sukajadi,4.8,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Fast Food,130,4,2.0,enriched_v1.0,2025-07-09
POCHAJJANG SETRASARI,SETRASARI MALL JL SETRARIA,sukajadi,4.3,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,230,8,2.0,enriched_v1.0,2025-07-09
KEDAI WAKA WAKA,JL. SURYA SUMANTRI NO.5C,sukajadi,4.5,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,240,8,2.0,enriched_v1.0,2025-07-09
BOYLE'S COFFEE,"KOMPLEK SURYA SETRA BLOK C NO. 2 JL. TERUSAN DR.
  SUTAMI",panyileukan,4.4,Rp 50.000 - 100.000,40772.0,5.31,7678.34,3.04841784216546,9.0,53.0,High (4.0-4.5),Cafe,431,1,2.0,enriched_v1.0,2025-07-09
KUE BALOK BROWNIES MAHKOTA,JL. SABANG NO. 27,bandung wetan,4.3,Rp 15.000 - 50.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,2872,8,2.0,enriched_v1.0,2025-07-09
BAKERY VITASARI,JL. SABANG NO. 26,bandung wetan,4.3,Rp 15.000 - 50.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Bakery,352,0,2.0,enriched_v1.0,2025-07-09
NEIIRA KITCHEN & COFEE,JL. BENGAWAN NO. 20,bandung wetan,4.3,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,183,8,2.0,enriched_v1.0,2025-07-09
SARANGHAEYO SHABU AND GRILL,JL. CENDANA NO. 16,bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Western Food,120,10,2.0,enriched_v1.0,2025-07-09
NYAPII,JL. BENGAWAN NO. 56,bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,282,8,2.0,enriched_v1.0,2025-07-09
ARANG 123,JL. SUKAHAJI NO. 123,sukasari,4.4,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Restaurant,3033,8,2.0,enriched_v1.0,2025-07-09
NIMNA BOOKCAFE,JL. SUKAHAJI NO. 126,sukasari,4.6,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,Very High (4.5-5.0),Cafe,932,1,2.0,enriched_v1.0,2025-07-09
BAKMI APIN,JL. GANDAPURA NO. 39,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,497,8,2.0,enriched_v1.0,2025-07-09
KOPI TOKO DJAWA (GANDAPURA),JL. GANDAPURA NO. 61,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,152,1,2.0,enriched_v1.0,2025-07-09
IGA WS,JL. TAMAN PRAMUKA NO. 189A,bandung wetan,4.2,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,3961,8,2.0,enriched_v1.0,2025-07-09
SLOVIN NITRO BAR AND COLD DRIP COFFEE,JL. MANGGA JL. BELIMBING NO. 26,bandung wetan,4.9,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,151,1,2.0,enriched_v1.0,2025-07-09
WAROENG DJAHE BY RONDE JAHE GARDUJATI,JL. ASTANA ANYAR NO. 25,astanaanyar,4.6,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,164,8,2.0,enriched_v1.0,2025-07-09
AYAM GORENG OLIE,JL. KESATRIAAN NO. 8,cicendo,4.4,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Restaurant,426,8,2.0,enriched_v1.0,2025-07-09
SUSU BAKAR,JL. RAJAWALI BARAT NO. 87,andir,4.3,Rp 15.000 - 50.000,99119.0,4.22,23487.91,1.0,20.0,34.0,High (4.0-4.5),Restaurant,1148,8,2.0,enriched_v1.0,2025-07-09
RAILWAY COFFEE,SELAMET BAN JL. KB. JUKUT NO. 17,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,588,1,2.0,enriched_v1.0,2025-07-09
BASO CEKER BRAGA,JL. SUNIARAJA NO. 1,sumur bandung,4.1,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,2329,8,2.0,enriched_v1.0,2025-07-09
WENDY'S BRAGA,JL. BRAGA NO. 99-101,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,1071,8,2.0,enriched_v1.0,2025-07-09
WENDY'S CIHAMPELAS WALK,CIHAMPELAS WALK JL. CIHAMPELAS NO. 160,coblong,3.8,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Medium (3.5-4.0),Restaurant,341,8,2.0,enriched_v1.0,2025-07-09
THE CRABBYS BANDUNG,JL. FLORES NO. 5 CITARUM,bandung wetan,4.2,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,346,8,2.0,enriched_v1.0,2025-07-09
HALO HONGKONG CAFE BY TINY DUMPLING,JL. PROF DR. SUTAMI. NO. KAV 2,sukasari,4.6,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,Very High (4.5-5.0),Cafe,335,1,2.0,enriched_v1.0,2025-07-09
RM. IBU HJ. CIJANTUNG METRO TRADE CENTER,"KW. NIAGA METRO TRADE CENTER. JL. SOEKARNO HATTA
  NO. 27",buahbatu,4.1,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Restaurant,2773,8,2.0,enriched_v1.0,2025-07-09
IBU HJ CIJANTUNG,JL. LODAYA NO. 29,lengkong,4.4,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,High (4.0-4.5),Restaurant,454,8,2.0,enriched_v1.0,2025-07-09
PIZZA HUT DAGO,JL. IR. H. JUANDA NO. 48,bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Fast Food,1052,4,2.0,enriched_v1.0,2025-07-09
OSENG MERCON GERLONG,JL. GEGERKALONG GIRANG NO. 27,sukasari,4.3,Rp 15.000 - 50.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Restaurant,462,8,2.0,enriched_v1.0,2025-07-09
MIE GACOAN BANDUNG,JL. DR. SETIABUDI NO. 191B,sukasari,4.4,Rp 15.000 - 50.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Restaurant,1693,8,2.0,enriched_v1.0,2025-07-09
KING CRAB BANDUNG,JL. JEND. SUDIRMAN NO. 107,astanaanyar,4.4,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,558,8,2.0,enriched_v1.0,2025-07-09
LOMIE LIAN HOA,JL. ASTANA ANYAR NO. 101,astanaanyar,4.5,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,499,8,2.0,enriched_v1.0,2025-07-09
SOTO OJOLALI,JL. CIBADAK NO. 79,astanaanyar,4.4,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,2908,8,2.0,enriched_v1.0,2025-07-09
KFC COFFEE,GEGERKALONG,sukasari,4.4,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Cafe,591,1,2.0,enriched_v1.0,2025-07-09
KFC GATEWAY,JL. JENDERAL AHMAD YANI,cibeunying kidul,4.2,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,High (4.0-4.5),Fast Food,544,4,2.0,enriched_v1.0,2025-07-09
KFC BANDUNG TRADE CENTER,BTC FASHION MALL JL. DR. DJUNJUNAN NO. 143-149,cicendo,4.4,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Fast Food,354,4,2.0,enriched_v1.0,2025-07-09
KFC CIHAMPELAS WALK,CIHAMPELAS WALK JL. CIHAMPELAS NO. 160,coblong,4.5,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Fast Food,987,4,2.0,enriched_v1.0,2025-07-09
KFC UJUNG BERUNG,JL. A. H. NASUTION NO. 194,cinambo,4.3,Rp 50.000 - 100.000,25585.0,4.25,6020.0,3.04841784216546,3.0,7.0,High (4.0-4.5),Fast Food,6506,4,2.0,enriched_v1.0,2025-07-09
KFC BEC,JL. PURNAWARMAN NO.5-17,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Fast Food,1194,4,2.0,enriched_v1.0,2025-07-09
MUJIGAE,JL. PETA NO. 241,bojongloa kaler,3.7,Rp 50.000 - 100.000,124323.0,3.12,39847.12,3.04841784216546,13.0,34.0,Medium (3.5-4.0),Restaurant,563,8,2.0,enriched_v1.0,2025-07-09
KFC PASAR BARU,JL. OTTO ISKANDAR DINATA NO. 81,sumur bandung,4.3,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Fast Food,5037,4,2.0,enriched_v1.0,2025-07-09
KFC SETIABUDI,JL. DR. SETIABUDI NO. 169,sukasari,4.4,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Fast Food,594,4,2.0,enriched_v1.0,2025-07-09
KFC CARREFOUR KIARA CONDONG,"CARREFOUR KIARA CONDONG LT. 1 JL. SOEKARNO HATTA
  NO. 526",buahbatu,4.3,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Fast Food,145,4,2.0,enriched_v1.0,2025-07-09
PIZZA HUT BUAH BATU,JL. BUAH BATU NO. 137,lengkong,4.7,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Fast Food,173,4,2.0,enriched_v1.0,2025-07-09
STARBUCKS MIKO MALL,"MIKO MALL LT. GF JL. RAYA KOPO NO.632 BABAKAN
  CIPARAY KEC. BABAKAN CIPARAY KOTA BANDUNG JAWA BARAT 40225",babakan ciparay,4.6,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,120,8,2.0,enriched_v1.0,2025-07-09
STARBUCKS FESTIVAL CITYLINK,FESTIVAL CITYLINK JL. PETA NO. 69,bojongloa kaler,4.5,Rp 50.000 - 100.000,124323.0,3.12,39847.12,3.04841784216546,13.0,34.0,High (4.0-4.5),Restaurant,219,8,2.0,enriched_v1.0,2025-07-09
STARBUCKS PPU,JL. PAJAJARAN NO. 156,cicendo,4.4,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Restaurant,88,8,2.0,enriched_v1.0,2025-07-09
STARBUCKS BIP,JL.MERDEKA NO. 56,bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,186,8,2.0,enriched_v1.0,2025-07-09
STARBUCKS PVJ,PARIS VAN JAVA UNIT 16B JL. SUKAJADI NO. 131,sukajadi,4.5,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,204,8,2.0,enriched_v1.0,2025-07-09
STARBUCKS CIWALK,CIHAMPELAS WALK JL. CIHAMPELAS NO. 160,coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,234,8,2.0,enriched_v1.0,2025-07-09
STARBUCKS 23 PASKAL,JL. KEBON JATI NO. 196,andir,4.6,Rp 50.000 - 100.000,99119.0,4.22,23487.91,1.0,20.0,34.0,Very High (4.5-5.0),Restaurant,195,8,2.0,enriched_v1.0,2025-07-09
KFC MIKO MALL KOPO,MIKO MALL JL. RAYA KOPO NO. 599,babakan ciparay,4.4,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Fast Food,6681,4,2.0,enriched_v1.0,2025-07-09
KFC METRO TRADE CENTER BANDUNG,JL. SOEKARNO-HATTA NO. 590,buahbatu,4.5,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Fast Food,233,4,2.0,enriched_v1.0,2025-07-09
KFC METRO MARGAHAYU,JL. JATISARI I NO. 628,rancasari,4.4,Rp 50.000 - 100.000,86725.0,7.01,12371.61,3.04841784216546,21.0,50.0,High (4.0-4.5),Fast Food,537,4,2.0,enriched_v1.0,2025-07-09
KFC BUAH BATU,BLK. A-B JL. BUAH BATU NO. 189,lengkong,4.4,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,High (4.0-4.5),Fast Food,325,4,2.0,enriched_v1.0,2025-07-09
KFC PVJ MALL,PARIS VAN JAVA MALL JL. SUKAJADI NO. 137,sukajadi,4.1,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Fast Food,382,4,2.0,enriched_v1.0,2025-07-09
DUNKIN DONUTS (ANTAPANI),BORMA PASAR SWALAYAN JL. TERUSAN JAKARTA NO. 53,kiaracondong,4.6,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,218,8,2.0,enriched_v1.0,2025-07-09
DUNKIN DONUTS (DALEM KAUM),JL. DALEM KAUM NO. 57,regol,4.4,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,High (4.0-4.5),Restaurant,5421,8,2.0,enriched_v1.0,2025-07-09
DUNKIN DONUTS (MERDEKA),GEDUNG PANT KARYA JL. MERDEKA NO. 39-41,sumur bandung,4.3,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,2776,8,2.0,enriched_v1.0,2025-07-09
DUNKIN DONUTS (DULATIP),RUKO DULATIP B1 JL. DULATIP NO. 22,andir,4.5,Rp 50.000 - 100.000,99119.0,4.22,23487.91,1.0,20.0,34.0,High (4.0-4.5),Restaurant,92,8,2.0,enriched_v1.0,2025-07-09
DUNKIN DONUTS (SETRASARI),SETRASARI PLAZA JL. SURYA SUMANTRI,sukajadi,4.4,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,2942,8,2.0,enriched_v1.0,2025-07-09
DUNKIN DONUTS (BTC),BTC FASHION MALL JL. DR. DJUNJUNAN NO. 143-149,cicendo,4.4,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Restaurant,351,8,2.0,enriched_v1.0,2025-07-09
DUNKIN DONUTS ( GUNUNG BATU),JL. GUNUNG BATU NO. 72,cicendo,4.5,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Restaurant,130,8,2.0,enriched_v1.0,2025-07-09
KFC DAGO,JL. IR. H. JUANDA NO. 40-42,bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Fast Food,110,4,2.0,enriched_v1.0,2025-07-09
KFC AHMAD YANI,JL. JEND. AHMAD YANI NO. 310,batununggal,4.5,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,High (4.0-4.5),Fast Food,538,4,2.0,enriched_v1.0,2025-07-09
KFC MERDEKA,JL. MERDEKA NO. 35-44,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Fast Food,192,4,2.0,enriched_v1.0,2025-07-09
MCDONALDS SUMMARECON BANDUNG,JL. MAGNA RAYA,gedebage,4.5,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,High (4.0-4.5),Fast Food,737,4,2.0,enriched_v1.0,2025-07-09
MAISON DE A SOL COFFEE AND CULTURE,JL. CIHAMPELAS NO. 36,bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,357,1,2.0,enriched_v1.0,2025-07-09
THE GOURMET BURGER CLUB,JL. RANGGAMALELA NO. 8,lengkong,4.521932114882507,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Fast Food,241,4,2.0,enriched_v1.0,2025-07-09
MANSE KOREAN GRILL BURANGRANG,JL. BURANGRANG NO. 35,lengkong,4.3,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,High (4.0-4.5),Korean Food,548,6,2.0,enriched_v1.0,2025-07-09
"BELLE VUE ROOF TOP 24 HOURS FRENCH & ITALIAN
  BISTRO","GREEN HILL UNIVERSAL HOTEL JL. DR. SETIABUDI NO.
  376",cidadap,4.6,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.04841784216546,10.0,8.0,Very High (4.5-5.0),Restaurant,39,8,2.0,enriched_v1.0,2025-07-09
KOPI LAKA LAKA,JL. BURANGRANG NO. 5,lengkong,4.7,Rp 15.000 - 50.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,92,1,2.0,enriched_v1.0,2025-07-09
LACAMERA COFFEE,JL. NARIPAN NO. 99,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,212,1,2.0,enriched_v1.0,2025-07-09
STARBUCKS TRANS STUDIO MALL BANDUNG,JL. GATOT SUBROTO NO. 289,batununggal,4.5,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,High (4.0-4.5),Restaurant,445,8,2.0,enriched_v1.0,2025-07-09
DUNKIN DONUTS CICAHEUM KIARACONDONG,JL. JEND. AHMAD YANI NO. 830,kiaracondong,4.5,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,High (4.0-4.5),Restaurant,381,8,2.0,enriched_v1.0,2025-07-09
ANJIS COFFEE,JL. GATOT SUBROTO NO. 178,batununggal,4.4,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,High (4.0-4.5),Cafe,537,1,2.0,enriched_v1.0,2025-07-09
SAM'S STRAWBERRY CORNER,JL. IR. H. JUANDA NO. 315,coblong,4.4,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Restaurant,367,8,2.0,enriched_v1.0,2025-07-09
LANTAI 3 COFFEE & PAIRING,JL. BUKIT DAGO SELATAN I NO. 4,coblong,4.8,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Cafe,31,1,2.0,enriched_v1.0,2025-07-09
KOZI COFFEE 2.0 X BUDARAA,JL. BUKIT DAGO UTARA NO 28,coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Cafe,173,1,2.0,enriched_v1.0,2025-07-09
DUNKIN DONUTS BUAH BATU,JL. BUAH BATU NO. 237-239,lengkong,4.6,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Restaurant,480,8,2.0,enriched_v1.0,2025-07-09
DUNKIN DONUTS LEUWI PANJANG,JL. LEUWI PANJANG NO. 146,bojongloa kidul,4.5,Rp 50.000 - 100.000,87988.0,5.2,16920.77,3.04841784216546,16.0,15.0,High (4.0-4.5),Restaurant,288,8,2.0,enriched_v1.0,2025-07-09
DUNKIN DONUTS PASIRKALIKI,JL. PASIR KALIKI NO. 159,cicendo,4.6,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Very High (4.5-5.0),Restaurant,565,8,2.0,enriched_v1.0,2025-07-09
DUNKIN DONUTS (DAGO),JL. IR. H. JUANDA NO. 51,bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,285,8,2.0,enriched_v1.0,2025-07-09
MELK & THE MIXTURES,JL. PASIR KALIKI NO. 158A,cicendo,4.9,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Very High (4.5-5.0),Restaurant,68,8,2.0,enriched_v1.0,2025-07-09
168 TATTOO STUDIO AND COFFEE SHOP,KOMP. MEKAR WANGI JL. MEKAR LAKSANA NO. 21,bojongloa kidul,4.5,Rp 50.000 - 100.000,87988.0,5.2,16920.77,3.04841784216546,16.0,15.0,High (4.0-4.5),Cafe,113,1,2.0,enriched_v1.0,2025-07-09
AISBERG COFFEE,JL. MEKAR SEJAHTERA NO. 18,bojongloa kidul,4.5,Rp 50.000 - 100.000,87988.0,5.2,16920.77,3.04841784216546,16.0,15.0,High (4.0-4.5),Cafe,992,1,2.0,enriched_v1.0,2025-07-09
CRAB STORY,JL. MEKAR LAKSANA NO. 16B,bojongloa kidul,4.0,Rp 50.000 - 100.000,87988.0,5.2,16920.77,3.04841784216546,16.0,15.0,Medium (3.5-4.0),Restaurant,641,8,2.0,enriched_v1.0,2025-07-09
FISHSTREAT BANDUNG,JL. CILIWUNG NO. 24,bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,429,8,2.0,enriched_v1.0,2025-07-09
TUTUP TIGA COFFEE,JL. KEJAKSAAAN NO. 3,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,451,1,2.0,enriched_v1.0,2025-07-09
MARKOPI EXPRESS,JL. DALEM KAUM NO. 93A,lengkong,4.5,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,High (4.0-4.5),Cafe,257,1,2.0,enriched_v1.0,2025-07-09
WARKOP MODJOK,PERUMAHAN PONDOK HIJAU INDAH JL. PINUS RAYA NO. 73B,sukasari,4.2,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Restaurant,215,8,2.0,enriched_v1.0,2025-07-09
WILD GRASS,JL. GUNUNG KAREUMBI JL. CIUMBULEUIT NO. 10,cidadap,4.8,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.04841784216546,10.0,8.0,Very High (4.5-5.0),Restaurant,56,8,2.0,enriched_v1.0,2025-07-09
PIPE DREAM CAFE,JL. CIUMBULEUIT NO. 86,cidadap,4.4,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.04841784216546,10.0,8.0,High (4.0-4.5),Cafe,496,1,2.0,enriched_v1.0,2025-07-09
