nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category,kategori_resto,jumlah_ulasan
KEDAI KOPI SONO,"JL. TERUSAN H ALPI NO.76, CIBUNTU, KEC. BANDUNG
  KULON, KOTA BANDUNG, JAWA BARAT 40212",bandung kulon,4.6,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Cafe,174
KEDAI MOYANG,"NO.15, JL. WIRA ANGUN ANGUN, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.51439588688946,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,76
KEDAI OPAT DALAPAN,"JL. TAMBLONG NO.48-50, KB. PISANG, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40111",sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,484
KEDAI SELASIH,"JL. CIKUTRA BARU VI NO.34, NEGLASARI, KEC.
  CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT 40124",cibeunying kaler,4.4,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Restaurant,223
KENAL COFFEE BANDUNG,"JL. LENGKONG KECIL NO.61A, PALEDANG, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40261",lengkong,4.9,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,102
KILOGRAM SPACE,"JL. KARANG TINGGAL NO.24, CIPEDES, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40162",sukajadi,4.7,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Restaurant,197
KINOKIMI BACKYARD,"JL. BUAH BATU NO.132, CIJAGRA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40262",lengkong,4.5,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,High (4.0-4.5),Restaurant,376
KINOKIMI COFFEE,"JL. BUAH BATU NO.28, BURANGRANG, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40262",lengkong,4.5,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,High (4.0-4.5),Cafe,222
KISAH MANIS SUNDA,"JL. SUNDA NO.65, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,80
KOCIL THE SULTAN,"JL. BAHUREKSA NO.20, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,217
KOFFIE KAWAN,"JL. CIGENDING, CIGENDING, KEC. UJUNG BERUNG, KOTA
  BANDUNG, JAWA BARAT 40618",ujung berung,4.7,Rp 50.000 - 100.000,90562.0,6.24,14513.14,3.04841784216546,24.0,9.0,Very High (4.5-5.0),Restaurant,479
KOFFIE WAROENG PANYILEUKAN,"3P67+2WV, JALAN RAYA, CIPADUNG KIDUL, PANYILEUKAN,
  BANDUNG CITY, WEST JAVA 40614",panyileukan,4.9,Rp 50.000 - 100.000,40772.0,5.31,7678.34,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Restaurant,108
KOLASEU KOFFIE,"JL. ASMARANDANA NO.15 C, MALABAR, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40262",lengkong,4.7,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Restaurant,676
KOLINGAN COFFEE BANDUNG,"NO.56, JL. LENGKONG KECIL NO.58, PALEDANG, KEC.
  LENGKONG, KOTA BANDUNG, JAWA BARAT 40261",lengkong,4.8,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,32
KONG DJIE BELITONG COFFEE,"JL. ASTANA ANYAR NO.125, KARANGANYAR, KEC.
  ASTANAANYAR, KOTA BANDUNG, JAWA BARAT 40241",astanaanyar,5.0,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Cafe,157
KONG DJIE COFFEE BATUNUNGGAL,"JL. BATUNUNGGAL INDAH RAYA NO.443, BATUNUNGGAL,
  KEC. BANDUNG KIDUL, KOTA BANDUNG, JAWA BARAT 40266",bandung kidul,4.5,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,High (4.0-4.5),Cafe,284
KOPI ALIT 19,"GG. NYI EMPOK NO.19, CIBADAK, KEC. ASTANAANYAR,
  KOTA BANDUNG, JAWA BARAT 40241",astanaanyar,4.7,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Cafe,399
KOPI ANJIS,"JL. BENGAWAN NO.34, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Cafe,544
KOPI AROMA BANDUNG,"JL. BANCEUY NO.51, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",sumur bandung,4.6,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,171
KOPI BAKSIL,"SANGGAR MITRA, JL. SILIWANGI DALAM, LEBAK
  SILIWANGI, COBLONG, BANDUNG CITY, WEST JAVA 40132",coblong,4.8,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Cafe,50
KOPI BIRU,"JL. PASIRLUYU SELATAN NO.26, PASIRLUYU, KEC. REGOL,
  KOTA BANDUNG, JAWA BARAT 40254",regol,4.432558139534883,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,High (4.0-4.5),Cafe,455
KOPI CARPO BUAH BATU,"JL. BUAH BATU NO.217, CIJAGRA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40265",lengkong,4.6,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,96
KOPI CHUSEYO BATUNUNGGAL,"JL. BATUNUNGGAL INDAH RAYA NO.383, BATUNUNGGAL,
  KEC. BANDUNG KIDUL, KOTA BANDUNG, JAWA BARAT 40266",bandung kidul,4.4,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,High (4.0-4.5),Cafe,107
KOPI DAGULS MANUAL BREWING,"JL. BENGAWAN NO.60, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,68
"KOPI DISKUSI SENJA, ANTAPANI","JL. CIBATU RAYA NO.36, ANTAPANI TENGAH, KEC.
  ANTAPANI, KOTA BANDUNG, JAWA BARAT 40291",antapani,4.560465116279071,Rp 50.000 - 100.000,80530.0,4.22,19082.94,3.04841784216546,21.0,68.0,Very High (4.5-5.0),Cafe,459
KOPI DUL BANDUNG,"JL. CIMANUK NO.9, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,276
KOPI DURO,"JL. MADURA NO.1A, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,732
KOPI EYANG,"JL. GN. BATU NO.2A, CIUMBULEUIT, KEC. CIDADAP, KOTA
  BANDUNG, JAWA BARAT 40142",cidadap,4.6,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.04841784216546,10.0,8.0,Very High (4.5-5.0),Cafe,112
KOPI FISI ASLI TUKU PVJ,"PARIS VAN JAVA, PARIS VAN JAVA SL-09D, CIPEDES,
  KEC. SUKAJADI, KOTA BANDUNG, JAWA BARAT 40162",sukajadi,4.3,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Cafe,586
KOPI GANDAPOERA,"JL. GANDAPURA NO.14, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,26
"KOPI HIDUP BARU CIGADUNG, BANDUNG","JL. TERUSAN CIGADUNG NO.12 A, SEKELOA, KEC.
  CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT 40191",cibeunying kaler,4.9,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Cafe,12
KOPI JANJI JIWA,"PARIS VAN JAVA, JL. SUKAJADI NO.131-139, CIPEDES,
  KEC. SUKAJADI, KOTA BANDUNG, JAWA BARAT 40162",sukajadi,4.4,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Cafe,167
KOKUA COFFEE,"JL. RANCABENTANG I, CIUMBULEUIT, KEC. CIDADAP, KOTA
  BANDUNG, JAWA BARAT 40141",cidadap,5.0,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.04841784216546,10.0,8.0,Very High (4.5-5.0),Cafe,80
KOPI JOYO,"CITARUM, KEC. BANDUNG WETAN, KOTA BANDUNG, JAWA
  BARAT 40115",bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,34
KOPI KALUARGI,"JL. BENGAWAN NO.11, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,41
KOPI KENANGAN,"BURSA EFEK INDONESIA KANTOR PERWAKILAN BANDUNG,
  AREA GEDUNG, JL. PHH. MUSTOFA NO.33, CIKUTRA, KEC. CIBEUNYING KIDUL, KOTA
  BANDUNG, JAWA BARAT 40124",cibeunying kaler,4.6,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Cafe,84
KOPI DIBAWAHTANGGA CIWALK,"CIHAMPELAS WALK, GF-26, JL. CIHAMPELAS NO.160,
  CIPAGANTI, COBLONG, BANDUNG CITY, WEST JAVA 40131",coblong,4.9,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Cafe,38
KOPI KURANGLEBIH,"JL. GATOT SUBROTO NO.31, MALABAR, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40273",lengkong,4.8,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,140
KOPI KYOMI,"JL. IR. H. JUANDA NO.130, DAGO, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40135",coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Cafe,1000
KOPI LAIN HATI,"JL. CIBADAK NO.225, CIBADAK, KEC. ASTANAANYAR, KOTA
  BANDUNG, JAWA BARAT 40241",astanaanyar,4.7,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Cafe,33
KOPI LAIN HATI BANDA,"JL. BANDA NO.25, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,176
KOPI LAKA LAKA BURANGRANG,"JL. BURANGRANG NO.5, MALABAR, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40262",lengkong,4.7,Rp 15.000 - 50.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,60
KOPI LAKLEY,"JL. AMBON NO.15, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,83
KOPI MAGALI,"JL. BENGAWAN NO.67, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,56
KOPI MAGMA,"JL. BRAGA NO.3, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,877
KOPI MANDJA,"JL. DR. SETIABUDI NO.191, GEGERKALONG, KEC.
  SUKASARI, KOTA BANDUNG, JAWA BARAT 40153",sukasari,4.5,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Cafe,955
KOPI OPI,"GRAND SHARON RESIDENCE, JL. SHARON RAYA BAR. NO.3,
  CIPAMOKOLAN, KEC. RANCASARI, KOTA BANDUNG, JAWA BARAT 40292",rancasari,4.6,Rp 50.000 - 100.000,86725.0,7.01,12371.61,3.04841784216546,21.0,50.0,Very High (4.5-5.0),Cafe,246
KOPI RUANG HATI ANTAPANI,"JL. PURWAKARTA NO.176, ANTAPANI KIDUL, KEC.
  ANTAPANI, KOTA BANDUNG, JAWA BARAT 40291",antapani,4.8,Rp 50.000 - 100.000,80530.0,4.22,19082.94,3.04841784216546,21.0,68.0,Very High (4.5-5.0),Cafe,178
KOPI SALAREA,"JL. KANAYAKAN BARU NO.51, DAGO, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40135",coblong,4.8,Rp 15.000 - 50.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Cafe,52
KOPI SAMARA,"JL. GANDAPURA NO.40, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40287",sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,91
KOPI SELA,"JL. CIKAWAO, BURANGRANG, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40261",lengkong,4.8,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,189
KOPI SOE,"JL SUKAJADI NO. 137-139 PARIS VAN JAVA SKY LEVEL 09
  A1, CIPEDES, KEC. SUKAJADI, KOTA BANDUNG, JAWA BARAT 40162",sukajadi,3.9,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Medium (3.5-4.0),Cafe,535
KOPI TERAS TEDUH,"JL. KALIPAH APO NO.59B, KARANGANYAR, KEC.
  ASTANAANYAR, KOTA BANDUNG, JAWA BARAT 40241",astanaanyar,4.8,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Cafe,163
KOPI TOKO DJAWA,"JL. L. L. R.E. MARTADINATA NO.205, CIHAPIT, KEC.
  SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,84
KOPI TRUK,"JL. PHH. MUSTOFA NO.76, CIKUTRA, KEC. CIBEUNYING
  KIDUL, KOTA BANDUNG, JAWA BARAT 40124",cibeunying kidul,4.4,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,High (4.0-4.5),Cafe,337
KOPIHAII 3.1 - PAHLAWAN,"WAKAF BUILDING, JL. SIDOMUKTI NO.99, SUKALUYU,
  CIBEUNYING KALER, BANDUNG CITY, WEST JAVA 40123",cibeunying kaler,4.9,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Cafe,5
KOPIHAII 5.1 - TURANGGA,"JL. SEKAR TONGERET NO.19, TURANGGA, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40264",lengkong,4.521932114882507,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,60
KOPIKITAKU,"JL. PAHLAWAN NO.72, NEGLASARI, KEC. CIBEUNYING
  KALER, KOTA BANDUNG, JAWA BARAT 40123",cibeunying kaler,4.5,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Cafe,826
KOPINAKO BANDUNG,"JL. PAHLAWAN NO.76, NEGLASARI, KEC. CIBEUNYING
  KALER, KOTA BANDUNG, JAWA BARAT 40124",cibeunying kaler,4.7,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Cafe,136
KOPITAGRAM - AYANI,"JL. CIANJUR NO.3, KACAPIRING, KEC. BATUNUNGGAL,
  KOTA BANDUNG, JAWA BARAT 40271",batununggal,4.6,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,Very High (4.5-5.0),Cafe,241
KOPITERA,"JL. BURANGRANG NO.14, BURANGRANG, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40262",lengkong,4.6,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,81
KOZI 3.2 AT MALAKA HOTEL,"JL. HALIMUN NO.36, MALABAR, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40262",lengkong,4.4,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,High (4.0-4.5),Restaurant,362
KOZI COFFEE 1.0,"JL. GUDANG SELATAN NO.22 B, MERDEKA, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,392
KOZI COFFEE 6.2,"JL. VETERAN NO.2, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,246
KOZI COFFEE DIPATIUKUR,"JL. DIPATI UKUR NO.1, LEBAKGEDE, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40132",coblong,4.7,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Cafe,36
KOZI COFFEE X MARAWA,"JL. KIDANG PANANJUNG NO.6, DAGO, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40135",coblong,4.7,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Cafe,217
KUPIKU BERSEMI,"JL. NAGROG NO.72, PASIRJATI, KEC. UJUNG BERUNG,
  KOTA BANDUNG, JAWA BARAT 40616",ujung berung,5.0,Rp 50.000 - 100.000,90562.0,6.24,14513.14,3.04841784216546,24.0,9.0,Very High (4.5-5.0),Restaurant,23
KURVA COFFEE,"KURVA COFFEE, JL. IR. H. JUANDA NO.476, DAGO,
  KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40135",coblong,4.6,Rp 15.000 - 50.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Cafe,85
LACAMERA,"JL. NARIPAN NO.99, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,660
LAKON CAFE,"JL. SEKAR TONGERET, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40264",lengkong,4.8,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,15
LAMANSUA COFFEE & EATERY,"JL. SAWUNGGALING NO.5, TAMANSARI, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40116",bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,10
LASCO COFFEE HOUSE,"JL. BUAH BATU NO.54, BURANGRANG, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40262",lengkong,4.6,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,82
LAYUNG COFFEE,"JL. GOLF RAYA NO.A3, CISARANTEN BINA HARAPAN, KEC.
  ARCAMANIK, KOTA BANDUNG, JAWA BARAT 40294",arcamanik,4.8,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Cafe,64
LE BARAGA CAFE,"JL. BRAGA NO.54, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,640
LE DELICE CAFE AND BAKERY,"JL. GUNTUR NO.22, MALABAR, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40262",lengkong,4.3,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,High (4.0-4.5),Bakery,128
LEMONGRASS CAFE,"ASTON TROPICANA HOTEL & PLAZA BANDUNG, JL.
  CIHAMPELAS NO.125 -129, CIPAGANTI, COBLONG, BANDUNG CITY, WEST JAVA 40131",coblong,4.8,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Cafe,173
LENGKONG SATOE KOFFIE,"JL. LENGKONG TENGAH NO.1, CIKAWAO, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40261",lengkong,4.5,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,High (4.0-4.5),Restaurant,171
LEVEL SIX CAFE & BAR,"LENORA HOTEL, JL. RAYA KOPO NO.20 LANTAI 6,
  PANJUNAN, KEC. ASTANAANYAR, KOTA BANDUNG, JAWA BARAT 40242",astanaanyar,4.5,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Cafe,132
LIMO,"JL. TERUSAN CIGADUNG NO.17, SEKELOA, KEC.
  CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT 40134",coblong,5.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,122
LINKCO COFFEE & FOOD VOL. 2,"JL. KEMBAR BARU NO.20, CIGERELENG, KEC. REGOL, KOTA
  BANDUNG, JAWA BARAT 40253",regol,5.0,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,Very High (4.5-5.0),Cafe,30
KOPISENTRAL*,"LLRE MARTADINATA ST NO.61, CITARUM, BANDUNG WETAN,
  BANDUNG CITY, WEST JAVA 40114",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,252
LINKCO COFFEE VOL.3 DAGO,"GG. CISITU LAMA I NO.14, DAGO, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40135",coblong,5.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Cafe,73
LITTLE CONTRAST,"JL. BRAGA NO.88, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,646
LITTLE WINGS,"JL. CIGADUNG RAYA BARAT NO.2, CIGADUNG, KEC.
  CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT 40191",cibeunying kaler,4.1,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Restaurant,536
LO.CO SPACE TO CONNECT,"JL. BUKIT DAGO SELATAN NO.51 RT 003/001, DAGO,
  KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40135",coblong,4.7,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,605
LOKO COFFEE SHOP BANDUNG,"JL. KEBON KAWUNG NO.43, PASIR KALIKI, KEC. CICENDO,
  KOTA BANDUNG, JAWA BARAT 40171",cicendo,4.5,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Cafe,45
LOTU COFFEE & EATERY,"JL. KALIMANTAN NO.11, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,32
LOVE UNIQORN CAFE,"JL. BENGAWAN NO.33, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.3,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Cafe,285
LOY CAFE,"JL. BANDA NO.31, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Cafe,110
LUNAR COFFEE & ART,"JL. KANAYAKAN BARU NO.374, DAGO, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40135",coblong,5.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Cafe,70
M COFFEE COMPANY BENGAWAN,"JL. BENGAWAN NO.28, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Cafe,703
